# ls_id        ra_1        dec_1        
  "ULAS J08591" 134.794542  10.171417    
  "2MASSI J085" 134.8561245 -19.824111   
  ULAS~J08:59  134.8807917 6.600166667  
  "2MASS J0859" 134.9105835 63.693194    
  "PSO J135.03" 135.0395085 32.08454148  
  "SDSS J09002" 135.098625  25.659583    
  "SDSS J09004" 135.1692105 42.455972    
  "ULAS J09011" 135.317625  -3.109722    
  "CFBDS J0901" 135.41592   17.680917    
  "PSO J135.78" 135.7840457 16.99320469  
  "SDSS J09034" 135.9481665 1.246167     
  "CFBDS J0904" 136.2066705 16.896389    
  ULAS~J09:05  136.3400417 10.11525     
  "PSO J136.34" 136.3400971 10.11504187  
  "SDSS J09053" 136.3791705 19.909167    
  "2MASS J0905" 136.4439315 56.386608    
  "PSO J136.54" 136.549408  -6.194431179 
  "WISEPA J090" 136.7056695 47.594056    
  ULAS~J09:07  136.79275   -2.362694444 
  "2MASSI J090" 137.158458  50.535778    
  "SDSS J09090" 137.2535415 65.424306    
  "SDSS J09094" 137.4505395 19.678861    
  "DENIS-P J09" 137.489541  -6.971833    
  "2MASS J0911" 137.8040415 74.018917    
  "Gl 337CD"   138.061209  14.994333    
  "2MASSW J091" 138.263334  18.69725     
  "2MASS J0915" 138.892209  4.367917     
  ULAS~J09:15  138.933875  5.517805556  
  "SDSS J09165" 139.2346695 10.961111    
  "SDSS J09171" 139.3114995 31.806917    
  ULAS~J09:17  139.4202083 0.715        
  "2MASS J0917" 139.4757495 60.468472    
  "2MASSW J091" 139.658958  21.568278    
  "2MASSW J092" 140.050959  35.29525     
  "PSO J140.23" 140.2308103 45.64861333  
  "WISE J09205" 140.230877  45.6488646   
  "2MASS J0921" 140.3087505 -21.079056   
  "SDSS J09214" 140.4271695 8.70075      
  "2MASS J0922" 140.5813335 -80.17775    
  "CFBDS J0922" 140.7088305 15.4615      
  "SDSS J09230" 140.7537105 5.467083     
  "SDSS J09230" 140.78625   23.670472    
  ULAS~J09:24  141.133875  0.9765555556 
  "SDSS J09253" 141.38379   28.597472    
  "ULAS J09260" 141.522792  8.588056     
  "ULAS J09260" 141.5367089 4.044441     
  "SDSSp J0926" 141.564042  58.789222    
  "ULAS J09262" 141.6031665 7.194639     
  ULAS~J09:26  141.6950417 -1.863888889 
  ULAS~J09:26  141.74775   -0.9364166667
  "ULAS J09274" 141.93417   34.21908     
  "SDSS J09275" 141.989208  60.462889    
  "2MASSW J092" 142.1655    -16.053556   
  "WISEPC J092" 142.27821   4.166083     
  "ULAS J09292" 142.360167  11.096472    
  "2MASSW J092" 142.390167  34.497972    
  "SDSS J09310" 142.789791  3.459194     
  "SDSS J09311" 142.8051195 28.040861    
  ULAS~J09:31  142.8731667 -2.150777778 
  "SDSS J09321" 143.06442   34.940222    
  "SDSS J09323" 143.15613   67.420694    
  "ULAS J09324" 143.1892926 31.0351085   
  "PSO J143.67" 143.6774061 -29.83562613 
  ULAS~J09:35  143.8025    1.3965       
  "2MASS J0935" 143.866791  -29.583222   
  "SDSS J09353" 143.89788   23.704861    
  "SDSS J09360" 144.0004995 4.529972     
  "2MASSI J093" 144.395292  29.528028    
  ULAS~J09:37  144.4360833 7.317583333  
  "SDSS J09382" 144.6036705 29.058028    
  "ULAS J09382" 144.6220005 -0.186833    
  "SDSS J09385" 144.7453305 4.728861     
  ULAS~J09:39  144.8780833 6.886055556  
  "2MASS J0939" 144.897834  -24.80775    
  "ULAS J09395" 144.962667  0.281556     
  ULAS~J09:40  145.02725   2.180861111  
  "SDSS J09404" 145.1995005 29.781389    
  ULAS~J09:41  145.4020833 9.703944444  
  "WISE J09430" 145.7750101 36.1231558   
  "ULAS J09433" 145.8812085 8.980333     
  "ULAS J09434" 145.956666  9.700944     
  "SDSS J09435" 145.9591695 15.319222    
  "2MASSW J094" 146.0116245 31.525778    
  "PSO J146.01" 146.0144421 5.131857193  
  ULAS~J09:44  146.0846667 2.739638889  
  "SDSS J09442" 146.1137895 64.177028    
  "SDSS J09443" 146.1512895 36.822444    
  "ULAS J09451" 146.318292  7.929333     
  ULAS~J09:47  146.9250417 7.708972222  
  ULAS~J09:47  146.996625  7.717972222  
  "ULAS J09480" 147.0252495 6.801389     
  "SDSS J09481" 147.0775395 13.388889    
  "SDSS J09490" 147.26313   26.828944    
  "2MASS J0949" 147.285834  -15.763472   
  "PSO J147.50" 147.5091624 -27.63370076 
  "ULAS J09504" 147.697149  1.2925457    
  "2MASSW J095" 147.772875  35.96725     
  ULAS~J09:51  147.8619583 7.965777778  
  "WISEPC J095" 148.24704   19.918694    
  "2MASS J0953" 148.3386225 -10.239046   
  ULAS~J09:54  148.5060417 9.370472222  
  "SDSS J09541" 148.5655395 50.027861    
  "ULAS J09542" 148.6244093 6.3859452    
  ULAS~J09:56  149.028     8.354361111  
  "PSO J149.03" 149.0341693 -14.78570996 
  "PSO J149.19" 149.1906119 -19.1728889  
  "ULAS J09582" 149.6244165 -0.658889    
  "SDSS J09585" 149.7111705 20.030722    
  "CFBDS J0959" 149.811666  2.615333     
  "SDSS J10001" 150.071166  32.3085      
  "CFBDS J1001" 150.30459   2.439528     
  ULAS~J10:03  150.7956667 7.872305556  
  "SDSS J10040" 151.005792  0.898611     
  "G 196-3B"   151.086084  50.383222    
  "SDSS J10043" 151.149495  56.965944    
  "2MASSW J100" 151.163709  -33.588583   
  "DENIS J1004" 151.167915  -13.305      
  ULAS~J10:06  151.6960833 12.18811111  
  ULAS~J10:07  151.7647917 1.504722222  
  "SDSS J10071" 151.79937   19.515639    
  ULAS~J10:07  151.8805    10.79966667  
  "2MASS J1007" 151.890375  -45.920753   
  "ULAS J10075" 151.99959   -1.008639    
  "PSO J152.29" 152.2976458 15.99112766  
  "SDSS J10094" 152.427825  58.038222    
  "2MASSI J101" 152.561667  -4.113861    
  "ULAS J10124" 153.18141   10.350472    
  "SDSS J10130" 153.26808   7.18075      
  ULAS~J10:16  154.0782083 0.00777777777
  ULAS~J10:16  154.241875  -1.549444444 
  "2MASSI J101" 154.281417  13.144389    
  "ULAS J10172" 154.33917   1.304972     
  "SDSS J10174" 154.427115  43.18275     
  "WISEPC J101" 154.53354   -24.766028   
  "ULAS J10182" 154.59075   7.42975      
  "2MASSW J101" 154.744959  -29.164861   
  "WISEPA J101" 154.773465  65.498389    
  "DENIS J1019" 154.85208   -27.121389   
  "SDSS J10210" 155.2903755 -3.072139    
  "ULAS J10214" 155.4368092 5.7456853    
  "HD 89744B"  155.562042  41.240722    
  "2MASS J1022" 155.7008745 58.42925     
  "ULAS J10230" 155.7731144 4.7943003    
  "SDSS J10255" 156.46908   32.20875     
  "WISE J10255" 156.4903305 3.1321912    
  "CFBDS J1028" 157.17087   56.900528    
  "2MASSI J102" 157.340208  16.447944    
  "ULAS J10294" 157.4188291 9.5872502    
  "SDSS J10294" 157.4487495 48.570222    
  "SDSS J10302" 157.6115835 2.21825      
  "2MASS J1031" 157.960995  33.833194    
  "PSO J158.15" 158.1596579 5.223056101  
  "SDSS J10332" 158.34108   40.097194    
  "SDSS J10340" 158.52363   3.837861     
  "ULAS J10343" 158.64384   -0.264722    
  "SDSS J10345" 158.713005  12.977972    
  "2MASSW J103" 158.852292  25.129167    
  "SDSS J10352" 158.869215  23.311111    
  ULAS~J10:35  158.973625  -1.357305556 
  "SDSS J10360" 159.010167  37.413639    
  "PSO J159.04" 159.043267  -27.63571077 
  "2MASSW J103" 159.2210415 -34.693889   
  "PSO J159.23" 159.2399463 -26.38854319 
  "SDSS J10373" 159.376755  46.307389    
  "WISE J10390" 159.7822584 -16.0008224  
  "SDSS J10393" 159.88071   32.940639    
  "PSO J160.04" 160.0415828 -21.32809591 
  "SDSS J10412" 160.341075  24.707778    
  "CFBDS J1042" 160.54158   58.149056    
  "ULAS J10422" 160.6010952 12.2019277   
  "WISEPC J104" 160.68846   -38.710639   
  "2MASS J1043" 160.781595  22.423225    
  "SDSS J10431" 160.831005  7.209        
  "SDSSp J1043" 160.8544995 0.030056     
  "SDSS J10433" 160.896165  12.220806    
  "ULAS J10435" 160.9808642 10.800685    
  "SDSS J10440" 161.031     1.961722     
  "SDSS J10440" 161.03925   4.493778     
  "SDSS J10442" 161.111625  27.342556    
  "2MASSI J104" 161.3500005 -1.832667    
  "2MASS J1046" 161.578125  44.687472    
  "SDSS J10462" 161.607291  4.411389     
  "SDSS J10472" 161.870955  30.277694    
  "DENIS-P J10" 161.879541  -18.265944   
  "2MASSI J104" 161.9743755 21.4065      
  "DENIS-P J10" 162.116196  -52.905014   
  ULAS~J10482  162.12192   9.327028     
  "SDSS J10484" 162.177915  30.114028    
  "SDSS J10484" 162.1783755 1.199444     
  "WISE J10491" 162.314706  -53.3183847  
  "SDSS J10492" 162.3435    1.433139     
  "SDSS J10492" 162.367665  25.623111    
  "SDSS J10493" 162.395175  60.3415      
  "WISE J10504" 162.6995599 50.9349994   
  "SDSS J10511" 162.794535  31.691667    
  "2MASS J1051" 162.829167  56.219056    
  "WISE J10513" 162.8750903 -21.6499941  
  "ULAS J10513" 162.8929476 -1.9137635   
  "SDSS J10521" 163.056255  44.382194    
  "ULAS J10523" 163.14759   0.27575      
  "WISE J10525" 163.241462  -19.7139363  
  "SDSS J10525" 163.24875   33.735028    
  "SDSS J10551" 163.293375  51.173917    
  "ULAS J10533" 163.39433   1.95547      
  "SDSS J10533" 163.41342   64.397639    
  ULAS~J10:58  164.6538333 8.908083333  
  "DENIS-P J10" 164.6994585 -15.804778   
  "2MASSI J105" 164.964084  -21.218944   
  "2MASS J1059" 164.96604   30.701639    
  "2MASS J1100" 165.040209  49.963056    
  "2MASS J1100" 165.04692   -27.310722   
  "SDSS J11021" 165.550245  16.494083    
  "2MASSW J110" 165.6406245 -23.996222   
  "2MASSI J110" 166.005291  19.989361    
  "SDSS J11045" 166.225875  55.811389    
  "2MASS J1106" 166.549875  27.905994    
  "SDSS J11070" 166.772115  24.913472    
  "PSO J167.11" 167.1132173 8.633127461  
  "2MASSW J110" 167.1283755 68.504694    
  "SDSS J11092" 167.363295  -16.114917   
  "SDSS J11093" 167.40954   23.894333    
  "SDSSp J1110" 167.541708  1.270278     
  "ULAS J11112" 167.8653841 5.3159449    
  "SDSS J11114" 167.93271   29.973278    
  "Gl 417BC"   168.106959  35.803639    
  "PSO J168.18" 168.1799875 -27.2263455  
  "2MASS J1112" 168.2045835 -20.742083   
  "SDSS J11131" 168.320583  -0.046306    
  "SDSS J11132" 168.333705  34.516167    
  "2MASS J1114" 168.70333   -26.30783    
  "SDSS J11164" 169.19988   60.625194    
  "2MASSI J111" 169.4037915 36.159972    
  "CFBDS J1118" 169.5285666 -6.6689632   
  "2MASS J1118" 169.553835  -8.936278    
  "WISE J11183" 169.6612164 31.4271547   
  "2MASS J1119" 169.79358   5.880111     
  ULAS~J11:19  169.872625  0.3591944444 
  ULAS~J11:20  170.1235417 -0.7446111111
  ULAS~J11:20  170.179625  9.074944444  
  "SDSS J11211" 170.327415  43.546222    
  "2MASS J1122" 170.5344165 -35.210083   
  "SDSS J11221" 170.542785  34.075694    
  "2MASSW J112" 170.6509995 -39.268167   
  "WISEPC J112" 170.728035  25.839306    
  "2MASSW J112" 170.9818335 41.374611    
  "WISE J11243" 171.1587866 -4.3637793   
  "SDSS J11250" 171.270885  5.945083     
  "SDSS J11261" 171.563667  1.346694     
  "2MASS J1126" 171.666     -50.065281   
  "SDSS J11264" 171.695955  58.275611    
  "SDSS J11270" 171.777585  47.096694    
  ULAS~J11:31  172.9638333 -0.6057777778
  "SDSS J11334" 173.436165  13.190667    
  "ULAS J11371" 174.32154   11.44922     
  "SDSS J11382" 174.609795  33.520583    
  "SDSS J11383" 174.637833  67.677861    
  "PSO J174.66" 174.6630314 -18.652949   
  ULAS~J11:38  174.7087083 -0.41425     
  "2MASS J1139" 174.810045  -43.352944   
  "WISE J11394" 174.9551542 -33.407065   
  "PSO J175.20" 175.2002314 16.14031906  
  ULAS~J11:41  175.2715833 9.279888889  
  "PSO J175.81" 175.8168463 -20.40723444 
  "WISE J11434" 175.9176221 44.5233348   
  ULAS~J11:44  176.0753333 9.173638889  
  "2MASSW J114" 176.488083  23.291583    
  "2MASSW J114" 176.643708  22.514639    
  "SDSS J11480" 177.017625  2.901583     
  "SDSS J11480" 177.020916  2.064139     
  "ULAS J11492" 177.35658   -1.728667    
  "SDSS J11501" 177.555084  5.336778     
  "WISEPC J115" 177.557835  63.044639    
  "ULAS J11503" 177.66162   9.828583     
  "ULAS J11522" 178.1234734 3.9907926    
  "ULAS J11523" 178.1664188 11.5686091   
  "SDSS J11525" 178.20858   64.547917    
  "ULAS J11533" 178.41141   -1.790028    
  "2MASS J1153" 178.41525   50.535889    
  "SDSS J11543" 178.647135  62.577278    
  "2MASS J1154" 178.675959  -34.010833   
  "2MASSW J115" 178.7536245 23.118278    
  "ULAS J11550" 178.78506   4.7505517    
  "2MASSW J115" 178.914666  -37.459722   
  "SDSS J11555" 178.9745415 5.999361     
  "SDSS J11570" 179.2520415 6.184778     
  "ULAS J11571" 179.32509   -1.656639    
  "DENIS-P J11" 179.4503865 -48.745232   
  "ULAS J11575" 179.496     9.366861     
  "SDSS J11580" 179.51958   64.789       
  "2MASS J1158" 179.58654   4.583722     
  "DENIS-P J11" 179.910417  0.957444     
  "SDSS J11594" 179.919675  54.160722    
  ULAS~J12:00  180.040375  12.13927778  
  "SDSS J12002" 180.086085  34.104278    
  "PSO J180.14" 180.1474306 -28.61601945 
  "ULAS J12025" 180.737715  9.033        
  ULAS~J12:03  180.8139167 9.848555556  
  ULAS~J12:03  180.8489167 -1.948833333 
  "SDSSp J1203" 180.992166  0.263889     
  "2MASSI J120" 181.1265    32.216528    
  "ULAS J12044" 181.1858687 -1.8429923   
  "NTTDF 1205-" 181.334208  -7.733611    
  "SDSS J12054" 181.430925  60.957861    
  ULAS~J12:05  181.4413333 8.701888889  
  "SDSS J12060" 181.510335  28.224806    
  "WISEA J1206" 181.5177083 84.01958333  
  "SDSS J12061" 181.54371   62.715889    
  "ULAS J12062" 181.58763   10.30081     
  "SDSS J12063" 181.655865  -1.725611    
  "DENIS J1206" 181.708755  -39.623611   
  "2MASS J1207" 181.7655975 -31.858305   
  "2MASSW J120" 181.889583  -39.548444   
  "2MASS J1207" 181.9084995 -39.151389   
  "ULAS J12074" 181.936035  13.65075     
  "SDSS J12074" 181.946541  2.74025      
  "SDSS J12090" 182.277045  32.557639    
  "SDSS J12091" 182.3175    54.497083    
  ULAS~J12:09  182.429375  6.8925       
  "2MASS J1209" 182.4838755 -10.066889   
  "SDSS J12100" 182.5081665 3.127556     
  "PSO J182.65" 182.656922  -26.61967718 
  "ULAS J12122" 183.11167   10.16872     
  ULAS~J12:12  183.1613333 0.12275      
  "2MASSI J121" 183.264     -4.545472    
  "SDSS J12130" 183.269865  15.4895      
  ULAS~J12:13  183.3356667 15.04308333  
  "PSO J183.45" 183.4546821 40.79014502  
  ULAS~J12:13  183.4812917 5.588083333  
  "SDSS J12144" 183.67038   63.278722    
  "PSO J183.93" 183.9317706 -9.791440659 
  "2MASS J1215" 183.9346665 -34.34985    
  "2MASS J1216" 184.09005   44.942799    
  "SDSS J12164" 184.18992   49.462472    
  "SDSS J12165" 184.24659   30.0515      
  "2MASSI J121" 184.2962505 -3.186972    
  "2MASS J1217" 184.33092   -48.500333   
  "2MASS J1217" 184.34883   -2.626917    
  "WISEPC J121" 184.487115  16.4445      
  "WISEPC J121" 184.487115  16.4445      
  ULAS~J12:18  184.5688333 13.83161111  
  "SDSS J12195" 184.964835  31.480472    
  ULAS~J12:21  185.298625  12.37138889  
  "2MASS J1221" 185.365416  2.9555       
  "WISE J12215" 185.4678468 -31.6002133  
  ULAS~J12:23  185.8570417 4.807666667  
  "ULAS J12234" 185.93063   -1.51686     
  "SDSS J12252" 186.349995  -2.266583    
  "2MASS J1225" 186.476334  -27.662944   
  "WISE J12255" 186.4952574 -10.2292401  
  "PSO J186.53" 186.5341343 21.83638001  
  "DENIS-P J12" 187.063458  -15.792833   
  "SDSS J12285" 187.23075   0.845556     
  ULAS~J12:30  187.5521667 7.288305556  
  "2MASS J1230" 187.69008   28.466194    
  "2MASS J1231" 187.8392085 49.989833    
  "2MASS J1231" 187.948041  8.792528     
  "ULAS J12315" 187.97334   9.2015       
  "2MASS J1232" 188.0761245 -9.863944    
  "WISP 123242" 188.17675   -0.55186     
  "SDSS J12332" 188.34429   21.63475     
  "ULAS J12332" 188.36438   12.33117     
  ULAS~J12:34  188.639625  1.128333333  
  "2MASS J1237" 189.413292  65.437444    
  "ULAS J12382" 189.618795  9.897583     
  ULAS~J12:38  189.6915    12.79380556  
  "ULAS J12390" 189.76563   10.421833    
  "2MASSW J123" 189.863625  55.260306    
  ULAS~J12:40  190.2205    11.49455556  
  "WISE J12430" 190.7892009 84.7632606   
  ULAS~J12:44  191.0542917 12.53363889  
  "ULAS J12442" 191.1068145 10.4103772   
  "SDSS J12451" 191.295255  -1.541917    
  "SDSS J12451" 191.312295  12.078333    
  "SDSS J12455" 191.481915  49.036361    
  "WISE J12462" 191.623517  -31.6595537  
  "2MASSW J124" 191.6949165 40.454167    
  "2MASS J1247" 191.956005  -11.298639   
  "ULAS J12480" 192.019005  7.984444     
  "SDSS J12501" 192.54858   39.432833    
  "PSO J192.56" 192.5647579 26.47948383  
  "WISE J12501" 192.5648513 26.4796805   
  "PSO J192.67" 192.6716136 -21.82504832 
  "SDSS J12521" 193.05867   14.377583    
  "SDSS J12523" 193.128285  18.585       
  "SDSS J12525" 193.223415  34.360778    
  "DENIS-P J12" 193.2955215 -57.156914   
  "ULAS J12544" 193.6931546 12.3713035   
  "WISE J12544" 193.7021122 -7.4745386   
  "SDSSp J1254" 193.724709  -1.379833    
  "SDSS J12545" 193.747215  26.518667    
  "SDSS J12555" 193.96092   17.016583    
  "SDSS J12563" 194.15484   -2.4145      
  "2MASS J1256" 194.2369995 1.771194     
  "ULAS J12570" 194.28363   11.147333    
  "WISE J12571" 194.3163148 40.1483965   
  "SDSSp J1257" 194.40525   -1.226667    
  "VHS J125804" 194.5204644 -44.2090622  
  "ULAS J12583" 194.64988   3.12669      
  "ULAS J12593" 194.91433   29.55622     
  "Ross 458C"  195.173925  12.354089    
  "2MASSW J130" 195.177291  19.209833    
  "WISE J13014" 195.4234672 -3.0369417   
  "SDSS J13014" 195.450795  58.684472    
  "2MASS J1301" 195.477708  -15.172861   
  "ULAS J13021" 195.57171   13.147556    
  "ULAS J13022" 195.6147122 14.5742429   
  "2MASS J1302" 195.658785  56.839222    
  "SDSS J13025" 195.712245  56.677167    
  "ULAS J13030" 195.764745  0.274361     
  "SDSS J13031" 195.82371   18.256111    
  "SDSS J13043" 196.13817   9.118583     
  ULAS~J13:04  196.1485833 15.71461111  
  "WISP 130525" 196.35629   -25.64133    
  Kelu-1Aab    196.417458  -25.684972   
  Kelu-1B      196.417458  -25.684972   
  "Cha 130540-" 196.4200005 -77.666167   
  "2MASSI J130" 196.4210835 20.777611    
  "2MASS J1306" 196.571958  38.341556    
  "2MASS J1308" 197.051175  61.0635      
  "SDSS J13083" 197.129205  8.314528     
  "WISEPC J131" 197.776005  1.381222     
  ULAS~J13:11  197.779     -1.628416667 
  "SDSS J13111" 197.80758   24.018056    
  "WISEPC J131" 197.924625  36.490333    
  "2MASS J1312" 198.0294585 39.629028    
  "SDSS J13122" 198.090795  29.159722    
  ULAS~J13:13  198.281125  12.59463889  
  "SDSSp J1314" 198.5646255 -0.146667    
  "SDSS J13144" 198.702675  24.09225     
  "ULAS J13150" 198.785085  8.440944     
  "2MASSI J131" 198.878916  -26.830917   
  "SDSS J13154" 198.931995  23.582778    
  "SDSS J13154" 198.939795  24.902028    
  ULAS~J13:16  199.0422083 3.201527778  
  "ULAS J13161" 199.04283   7.93139      
  "SDSS J13161" 199.059795  21.558306    
  "WISE J13183" 199.6415279 -17.9739775  
  "SDSS J13183" 199.66275   21.511944    
  "2MASS J1318" 199.699755  17.60325     
  "ULAS J13194" 199.932375  12.150056    
  "WISEPC J132" 200.017335  60.573944    
  "2MASS J1320" 200.184459  4.15125      
  "ULAS J13204" 200.2005    10.486278    
  "WISEPA J132" 200.640255  -23.671417   
  "DENIS-P J13" 200.899875  -18.110528   
  "PSO J201.03" 201.031995  19.1072      
  ULAS~J13:24  201.0425417 2.844611111  
  "2MASS J1324" 201.1482915 63.974487    
  "SDSS J13251" 201.29625   5.2845       
  "ULAS J13260" 201.52158   12.00275     
  "2MASSW J132" 201.5837085 -27.493611   
  ULAS~J13262  201.6235417 -0.6423611111
  "SDSS J13271" 201.813375  7.99375      
  ULAS~J13:27  201.8356667 10.19402778  
  "PSO J202.16" 202.1634695 -3.766033846 
  "2MASSW J132" 202.229292  21.246833    
  "SDSS J13292" 202.3584165 53.292889    
  "SDSS J13301" 202.54179   14.187028    
  "2MASS J1331" 202.8879165 34.132861    
  ULAS~J13314  202.95275   -1.2835      
  "2MASSI J133" 203.1192915 26.585528    
  "2MASS J1332" 203.1837641 74.9957865   
  "SDSS J13325" 203.240709  32.970417    
  "SDSS J13331" 203.303295  15.165722    
  "SDSS J13334" 203.439     -2.266722    
  "2MASSW J133" 203.525958  19.676417    
  "2MASS J1334" 203.550675  -82.439778   
  "ULAS J13350" 203.75879   15.11486     
  "ULAS J13355" 203.972715  11.501444    
  "2MASS J1336" 204.1692495 37.723056    
  "2MASS J1337" 204.379833  49.643528    
